img,check,assessor,time,date,img2
1_7_51,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
1_7_57,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
1_7_6,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
1_7_67,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
1_8_44,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
2_6_104,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
4_2_76,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
4_4_73,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
4_5_45,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
4_5_6,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
4_5_80,0,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
4_5_96,0,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
4_6_33,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
4_8_104,0,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
4_8_42,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
4_8_75,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
15_1_24,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
15_1_4,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
15_1_94,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
15_1_95,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
15_2_82,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
15_3_15,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
15_3_19,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
15_3_96,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
15_5_28,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
15_6_27,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
15_6_33,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
15_6_47,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
15_7_92,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
6_1_32,-2,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
6_4_79,-2,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
6_4_8,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
18_2_94,-2,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
18_3_27,0,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
18_3_76,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
18_3_99,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
18_5_88,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
18_7_85,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
18_8_34,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
18_8_45,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
12_1_47,0,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
7_1_32,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
7_1_4,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
7_1_61,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
7_1_92,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
7_2_2,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
7_2_82,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
7_3_90,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
7_5_45,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
7_5_93,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
7_6_104,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
7_6_28,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
7_6_86,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
7_6_99,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
7_7_50,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
7_7_79,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
7_7_81,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
9_1_13,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
9_1_23,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
9_1_36,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
9_1_4,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
9_1_5,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
9_1_76,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
9_1_92,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
9_2_46,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
9_2_8,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
9_3_52,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
9_3_59,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
9_5_28,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
9_5_45,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
9_6_22,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
9_6_40,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
9_6_60,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
9_6_77,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
9_6_84,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
9_7_18,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
9_7_21,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
9_7_44,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
9_7_74,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
9_8_10,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
9_8_37,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
9_8_57,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
9_8_90,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
13_1_102,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
13_1_16,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
13_1_4,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
13_1_94,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
13_1_98,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
13_5_7,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
13_5_96,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
13_8_11,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
14_1_14,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
14_1_31,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
14_2_19,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
14_2_22,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
14_5_16,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
14_5_6,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
17_6_32,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
19_1_100,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
19_1_8,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
19_5_54,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
19_5_80,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
19_5_88,-2,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
19_6_22,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
19_7_35,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
19_7_40,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
19_7_48,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
19_8_34,1,Alexandre,2019-06-04 20:41:40,2019-06-03 08:59:53,-
40_2_105,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
40_3_55,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
40_4_86,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
40_6_94,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
40_8_34,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
39_2_94,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
39_3_63,0,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
39_7_40,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
39_7_41,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_1_31,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_2_85,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_2_94,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_3_22,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_3_76,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_4_16,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_4_68,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_5_12,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_5_45,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_5_87,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_5_88,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_6_104,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_6_14,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_6_3,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_6_42,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_6_77,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_7_63,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_7_74,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_7_81,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_8_102,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_8_34,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_8_48,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_8_80,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
38_8_97,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
30_3_90,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
30_5_88,-2,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
30_8_66,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
31_1_31,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
31_1_49,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
31_1_62,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
31_1_66,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
31_1_77,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
31_1_84,-2,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
31_1_9,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
31_2_5,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
31_3_35,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
31_3_39,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
31_5_102,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
31_5_93,-2,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
31_6_23,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
31_6_86,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
31_7_33,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
31_7_71,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
31_8_1,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
31_8_20,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
31_8_59,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
31_8_72,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
31_8_Roquette,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
32_1_102,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
32_1_66,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
32_3_59,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
32_7_50,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
32_7_81,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
32_8_34,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
33_8_34,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
34_8_84,-2,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
35_2_51,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
35_6_56,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
35_7_95,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
35_8_37,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
35_8_72,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
37_3_23,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
37_3_98,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
37_8_20,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
29_1_94,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
29_4_19,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
28_1_66,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
28_1_92,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
28_1_94,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
28_2_10,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
28_2_19,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
28_3_74,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
28_5_16,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
28_6_15,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
28_6_23,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
28_6_25,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
28_6_27,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
28_7_95,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
28_8_99,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
23_5_87,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
23_5_96,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
23_6_64,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
27_1_3,-2,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
27_1_78,-2,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
27_2_51,1,Eline,2019-06-04 20:41:40,2019-06-03 08:59:53,-
130_1_49,0,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
130_1_53,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
130_1_67,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
130_4_79,0,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
130_4_Roquette,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
130_5_20,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
130_5_6,0,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
130_5_85,0,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
130_8_24,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
130_8_97,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
131_1_8,0,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
132_1_13,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
132_1_3,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
132_4_11,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
132_7_21,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
134_8_100,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
135_1_53,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
139_3_79,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
140_1_101,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
140_1_64,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
140_1_8,0,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
140_1_82,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
140_1_86,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
140_2_7,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
140_2_70,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
140_2_92,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
140_3_35,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
140_3_41,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
140_3_99,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
140_4_97,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
140_5_93,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
140_6_83,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
140_7_60,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
140_7_95,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
140_8_36,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
140_8_42,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
140_8_53,1,Charlotte,2019-06-04 20:41:40,2019-06-03 08:59:53,-
54_1_25,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
54_1_35,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
54_3_102,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
54_3_16,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
54_3_66,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
54_3_90,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
54_6_83,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
55_1_10,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
55_1_35,0,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
55_1_49,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
55_1_69,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
55_3_103,0,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
55_3_83,0,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
55_4_2,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
55_4_68,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
55_5_93,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
55_6_18,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
55_8_102,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
55_8_33,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
55_8_72,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
55_8_78,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
56_1_77,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
56_2_74,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
57_5_88,-2,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
57_8_4,0,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
58_1_24,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
58_1_49,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
58_1_9,0,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
58_2_18,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
58_2_51,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
59_1_5,1,Louise M,2019-06-04 20:41:40,2019-06-03 08:59:53,-
141_1_83,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
141_1_92,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
141_2_100,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
141_2_7,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
141_2_79,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
141_5_5,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
141_5_65,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
141_6_104,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
141_6_67,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
141_7_21,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
141_7_23,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
141_7_50,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
141_7_60,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
141_7_81,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
141_8_36,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
141_8_41,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
141_8_78,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
142_1_13,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
142_3_41,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
142_4_44,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
142_6_104,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
142_6_83,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
142_7_50,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
142_7_60,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
142_7_77,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
142_7_81,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
143_1_4,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
143_1_56,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
143_1_62,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
143_1_66,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
143_1_89,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
143_2_53,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
143_3_13,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
143_6_52,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
143_6_64,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
143_7_21,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
143_7_23,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
143_8_90,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
144_1_1,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
144_1_10,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
144_1_105,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
144_1_19,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
144_1_20,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
144_1_22,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
144_1_23,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
144_1_25,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
144_1_36,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
144_1_37,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
144_1_47,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
144_1_53,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
144_1_61,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
144_1_63,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
144_1_66,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
144_1_69,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
144_1_76,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
144_1_81,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
144_1_95,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
144_4_15,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
144_4_59,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
144_5_12,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
144_5_14,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
144_5_46,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
144_5_52,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
144_5_62,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
144_5_65,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
144_5_7,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
144_5_89,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
144_8_68,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
145_1_103,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
145_1_92,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
145_2_36,1,Lola,2019-06-04 20:41:40,2019-06-03 08:59:53,-
